"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","nr.employed","y"
"32709",55,"blue-collar","divorced","basic.4y","no","yes","yes","cellular","may","mon",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"23413",33,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",13,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"31599",41,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"36204",22,"student","single","basic.9y","no","no","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"40386",30,"blue-collar","single","professional.course","no","no","no","cellular","aug","wed",1,9,1,"success",94.027,-38.3,4991.6,"yes"
"7307",34,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"31847",37,"services","married","high.school","no","yes","no","cellular","may","thu",2,12,1,"success",92.893,-46.2,5099.1,"no"
"35905",34,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"19819",32,"technician","married","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"38543",23,"technician","married","professional.course","no","yes","yes","cellular","oct","thu",2,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"24538",48,"technician","married","university.degree","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"15815",31,"blue-collar","single","basic.4y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"34282",48,"management","divorced","university.degree","no","no","no","cellular","may","thu",6,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"6015",32,"blue-collar","married","professional.course","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"34269",36,"technician","married","university.degree","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"26056",30,"admin.","married","high.school","no","yes","no","cellular","nov","wed",3,999,0,"nonexistent",93.2,-42,5195.8,"no"
"11522",43,"unemployed","married","professional.course","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"31431",34,"technician","divorced","professional.course","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"34232",30,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",8,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"33923",34,"management","single","university.degree","no","no","yes","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"36792",40,"unemployed","married","basic.9y","no","no","no","cellular","jun","mon",3,999,1,"failure",92.963,-40.8,5076.2,"no"
"35338",47,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",2,999,1,"failure",92.893,-46.2,5099.1,"yes"
"14799",58,"retired","divorced","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"37895",35,"entrepreneur","married","high.school","no","no","no","cellular","sep","tue",2,999,0,"nonexistent",92.379,-29.8,5017.5,"no"
"38790",29,"student","single","professional.course","no","yes","no","telephone","nov","thu",2,999,0,"nonexistent",92.649,-30.1,5017.5,"no"
"7406",26,"technician","married","basic.6y","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"21904",31,"technician","single","university.degree","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"19883",33,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"22857",42,"technician","married","professional.course","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"15322",37,"management","married","university.degree","no","no","yes","cellular","jul","fri",7,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"15613",24,"services","married","high.school","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"34097",27,"technician","single","professional.course","no","yes","yes","cellular","may","wed",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"16643",38,"blue-collar","married","basic.6y","no","no","no","cellular","jul","wed",17,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"14145",33,"technician","divorced","professional.course","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"8397",32,"blue-collar","divorced","basic.9y","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"8877",42,"housemaid","divorced","basic.4y","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"37095",51,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",5,999,0,"nonexistent",92.469,-33.6,5076.2,"yes"
"39196",38,"technician","single","high.school","no","yes","no","cellular","mar","fri",2,999,0,"nonexistent",93.369,-34.8,5008.7,"yes"
"27036",32,"admin.","single","university.degree","no","no","no","cellular","nov","fri",2,999,1,"failure",93.2,-42,5195.8,"no"
"35107",32,"technician","single","university.degree","no","yes","yes","cellular","may","fri",5,999,1,"failure",92.893,-46.2,5099.1,"yes"
"26199",53,"housemaid","married","basic.4y","no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"8592",57,"blue-collar","married","basic.9y","no","yes","yes","telephone","jun","wed",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"35667",58,"management","married","university.degree","no","no","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"24974",50,"self-employed","married","university.degree","no","no","no","telephone","nov","tue",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"24568",46,"self-employed","married","basic.9y","no","no","no","cellular","nov","mon",1,999,1,"failure",93.2,-42,5195.8,"no"
"5506",47,"blue-collar","married","basic.4y","no","yes","no","telephone","may","mon",5,999,0,"nonexistent",93.994,-36.4,5191,"no"
"25456",30,"entrepreneur","married","high.school","no","no","no","cellular","nov","wed",1,999,1,"failure",93.2,-42,5195.8,"no"
"32483",43,"blue-collar","married","basic.6y","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"1711",39,"admin.","married","high.school","no","no","no","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"12463",41,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"41013",65,"retired","married","high.school","no","yes","no","cellular","oct","thu",5,3,1,"success",94.601,-49.5,4963.6,"no"
"37174",42,"unemployed","married","high.school","no","yes","no","telephone","aug","thu",7,999,0,"nonexistent",92.201,-31.4,5076.2,"no"
"38329",32,"self-employed","married","professional.course","no","no","yes","cellular","oct","fri",2,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"4916",30,"technician","married","university.degree","no","yes","no","telephone","may","wed",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"18324",22,"unemployed","single","high.school","no","no","no","telephone","jul","wed",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"25352",40,"technician","married","professional.course","no","yes","no","telephone","nov","tue",4,999,0,"nonexistent",93.2,-42,5195.8,"no"
"8132",42,"self-employed","married","university.degree","no","no","no","telephone","jun","mon",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"39994",27,"admin.","single","university.degree","no","yes","no","cellular","jun","wed",4,3,2,"success",94.055,-39.8,4991.6,"yes"
"31585",54,"technician","single","university.degree","no","yes","yes","cellular","may","thu",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"15509",38,"entrepreneur","married","basic.9y","no","no","no","cellular","jul","fri",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"39310",28,"admin.","single","university.degree","no","no","no","cellular","mar","thu",1,999,0,"nonexistent",93.369,-34.8,5008.7,"yes"
"34594",30,"technician","single","professional.course","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"33946",34,"technician","single","high.school","no","no","no","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"19243",56,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","wed",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"33209",33,"services","married","high.school","no","yes","no","cellular","may","tue",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"27534",40,"management","married","university.degree","no","no","no","cellular","nov","fri",3,999,0,"nonexistent",93.2,-42,5195.8,"no"
"6236",32,"blue-collar","married","high.school","no","no","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"29856",50,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",3,999,1,"failure",93.075,-47.1,5099.1,"no"
"16450",40,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"3644",37,"admin.","married","university.degree","no","no","no","telephone","may","fri",6,999,0,"nonexistent",93.994,-36.4,5191,"no"
"5606",26,"technician","single","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"36114",47,"retired","divorced","university.degree","no","no","no","cellular","may","tue",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"36308",37,"services","single","high.school","no","yes","no","cellular","jun","mon",3,999,0,"nonexistent",92.963,-40.8,5076.2,"no"
"40625",76,"retired","married","basic.4y","no","yes","no","cellular","sep","mon",1,999,2,"failure",94.199,-37.5,4963.6,"no"
"8596",29,"admin.","single","high.school","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"36126",30,"technician","married","professional.course","no","no","no","cellular","may","wed",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"38963",38,"technician","married","university.degree","no","no","no","cellular","dec","wed",1,999,2,"failure",92.713,-33,5023.5,"yes"
"28958",41,"unemployed","married","basic.9y","no","yes","no","telephone","apr","fri",1,999,1,"failure",93.075,-47.1,5099.1,"no"
"31221",39,"blue-collar","single","basic.4y","no","yes","yes","cellular","may","wed",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"18368",37,"admin.","married","university.degree","no","no","yes","cellular","jul","thu",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"10769",43,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","tue",4,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"22861",31,"admin.","married","university.degree","no","no","no","cellular","aug","mon",4,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"17323",43,"admin.","married","high.school","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"13701",54,"blue-collar","married","high.school","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"yes"
"32832",31,"technician","single","high.school","no","no","no","cellular","may","mon",2,999,1,"failure",92.893,-46.2,5099.1,"no"
"10066",32,"management","single","university.degree","no","yes","no","telephone","jun","thu",3,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"17663",40,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"31092",36,"management","single","university.degree","no","yes","no","cellular","may","wed",1,999,2,"failure",92.893,-46.2,5099.1,"no"
"22586",47,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"2784",48,"retired","married","basic.9y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"37137",72,"retired","divorced","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",92.201,-31.4,5076.2,"no"
"24822",35,"unemployed","single","basic.6y","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"31612",43,"blue-collar","married","basic.6y","no","yes","no","cellular","may","thu",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"19383",42,"management","married","high.school","no","no","no","cellular","aug","wed",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"16160",40,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"12155",37,"technician","married","professional.course","no","yes","no","telephone","jul","tue",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"17989",30,"entrepreneur","single","university.degree","no","no","no","telephone","jul","tue",21,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"34092",45,"admin.","single","high.school","no","no","no","cellular","may","wed",5,999,1,"failure",92.893,-46.2,5099.1,"no"
"2145",50,"management","married","basic.9y","no","no","no","telephone","may","mon",4,999,0,"nonexistent",93.994,-36.4,5191,"no"
"11965",55,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","tue",6,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"2797",55,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"34289",33,"blue-collar","married","basic.6y","no","no","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"7495",29,"admin.","married","university.degree","no","no","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"41106",32,"admin.","single","high.school","no","no","no","cellular","nov","mon",2,19,2,"failure",94.767,-50.8,4963.6,"no"
"15895",27,"admin.","single","high.school","no","no","no","cellular","jul","mon",6,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"3358",25,"blue-collar","single","basic.9y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"10463",36,"blue-collar","single","university.degree","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"18711",36,"admin.","single","university.degree","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"1843",45,"services","married","high.school","no","no","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"16102",55,"admin.","married","university.degree","no","yes","yes","cellular","jul","tue",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"29833",36,"blue-collar","single","professional.course","no","no","no","cellular","apr","mon",2,999,1,"failure",93.075,-47.1,5099.1,"no"
"2680",46,"management","married","university.degree","no","no","yes","telephone","may","wed",6,999,0,"nonexistent",93.994,-36.4,5191,"no"
"40755",24,"admin.","single","university.degree","no","no","no","cellular","sep","thu",1,999,1,"failure",94.199,-37.5,4963.6,"yes"
"38529",45,"admin.","married","high.school","no","yes","no","cellular","oct","wed",1,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"23420",29,"technician","single","professional.course","no","no","no","cellular","aug","wed",10,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"30636",56,"services","divorced","high.school","no","no","no","telephone","may","mon",7,999,0,"nonexistent",92.893,-46.2,5099.1,"yes"
"36488",58,"blue-collar","married","basic.4y","no","yes","no","cellular","jun","wed",1,999,0,"nonexistent",92.963,-40.8,5076.2,"yes"
"17981",47,"retired","married","university.degree","no","no","no","telephone","jul","tue",10,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"7716",30,"technician","married","university.degree","no","yes","no","telephone","may","fri",6,999,0,"nonexistent",93.994,-36.4,5191,"no"
"22606",30,"admin.","single","university.degree","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"14772",37,"entrepreneur","divorced","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"25957",39,"blue-collar","married","basic.9y","no","no","yes","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"no"
"35612",46,"technician","divorced","professional.course","no","no","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"18192",48,"technician","divorced","professional.course","no","yes","no","telephone","jul","wed",7,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"29662",41,"blue-collar","married","basic.4y","no","no","no","cellular","apr","mon",3,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"15434",42,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21578",47,"services","married","basic.4y","no","yes","yes","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"22038",46,"self-employed","married","university.degree","no","yes","no","cellular","aug","wed",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"747",38,"unemployed","married","basic.4y","no","yes","yes","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"19105",32,"technician","married","university.degree","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"34358",27,"admin.","married","professional.course","no","yes","no","cellular","may","thu",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"34428",23,"admin.","single","high.school","no","yes","no","cellular","may","thu",1,10,1,"success",92.893,-46.2,5099.1,"no"
"1553",20,"entrepreneur","single","high.school","no","no","no","telephone","may","thu",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"7580",39,"management","married","basic.9y","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"5925",50,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","tue",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"1536",39,"services","married","high.school","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"14982",32,"admin.","single","basic.9y","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"37703",33,"admin.","single","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",92.201,-31.4,5076.2,"yes"
"1166",52,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30991",43,"blue-collar","divorced","basic.4y","no","no","no","cellular","may","tue",7,999,1,"failure",92.893,-46.2,5099.1,"no"
"25485",32,"technician","single","professional.course","no","no","no","cellular","nov","wed",1,999,1,"failure",93.2,-42,5195.8,"no"
"3953",27,"services","single","high.school","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"30479",28,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"38158",31,"admin.","married","university.degree","no","yes","no","cellular","oct","thu",1,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"33028",33,"services","single","high.school","no","no","yes","cellular","may","mon",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"24602",34,"entrepreneur","single","university.degree","no","yes","no","cellular","nov","mon",2,999,0,"nonexistent",93.2,-42,5195.8,"no"
"10077",28,"management","single","university.degree","no","no","no","telephone","jun","thu",5,999,0,"nonexistent",94.465,-41.8,5228.1,"yes"
"32287",32,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"29290",39,"services","married","high.school","no","no","no","cellular","apr","fri",2,999,0,"nonexistent",93.075,-47.1,5099.1,"no"
"39031",56,"retired","married","basic.4y","no","no","no","cellular","dec","thu",4,999,0,"nonexistent",92.713,-33,5023.5,"yes"
"15094",34,"technician","single","professional.course","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"35158",39,"technician","divorced","high.school","no","yes","no","telephone","may","fri",11,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"36301",45,"unemployed","married","basic.9y","no","no","no","cellular","jun","mon",2,999,0,"nonexistent",92.963,-40.8,5076.2,"yes"
"39357",26,"admin.","single","high.school","no","yes","no","cellular","mar","fri",1,999,0,"nonexistent",93.369,-34.8,5008.7,"no"
"17506",53,"unemployed","married","basic.6y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"21776",55,"retired","married","basic.9y","no","yes","yes","cellular","aug","wed",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"40590",47,"management","married","university.degree","no","no","no","cellular","sep","thu",1,17,2,"success",94.199,-37.5,4963.6,"yes"
"9605",46,"entrepreneur","married","professional.course","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"12052",29,"services","married","high.school","no","yes","yes","telephone","jun","fri",4,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"38978",23,"student","single","university.degree","no","yes","no","cellular","dec","fri",2,6,2,"success",92.713,-33,5023.5,"no"
"39156",38,"blue-collar","single","high.school","no","yes","no","telephone","mar","wed",1,999,0,"nonexistent",93.369,-34.8,5008.7,"yes"
"31113",54,"technician","divorced","university.degree","no","yes","no","cellular","may","wed",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"7910",26,"admin.","single","high.school","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"38601",78,"retired","divorced","basic.6y","no","no","no","telephone","oct","fri",2,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"12395",52,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"10832",33,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"38273",27,"technician","single","high.school","no","no","no","cellular","oct","tue",1,999,0,"nonexistent",92.431,-26.9,5017.5,"no"
"16267",37,"blue-collar","divorced","professional.course","no","no","no","cellular","jul","tue",2,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"20018",43,"admin.","married","university.degree","no","no","no","cellular","aug","fri",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"27893",50,"management","married","basic.9y","no","no","no","cellular","mar","wed",1,999,0,"nonexistent",92.843,-50,5099.1,"yes"
"1281",42,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"15091",34,"technician","single","professional.course","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"30514",30,"admin.","single","university.degree","no","no","no","telephone","may","mon",6,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"37126",18,"student","single","basic.9y","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",92.201,-31.4,5076.2,"yes"
"19090",35,"housemaid","married","basic.9y","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"12690",34,"blue-collar","married","basic.9y","no","no","yes","telephone","jul","mon",4,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"26475",31,"technician","married","high.school","no","no","no","cellular","nov","thu",1,999,1,"failure",93.2,-42,5195.8,"no"
"2109",41,"services","married","high.school","no","yes","yes","telephone","may","mon",3,999,0,"nonexistent",93.994,-36.4,5191,"no"
"34630",25,"blue-collar","single","high.school","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"38422",29,"blue-collar","single","basic.9y","no","no","yes","cellular","oct","wed",2,999,0,"nonexistent",92.431,-26.9,5017.5,"yes"
"16884",29,"entrepreneur","married","high.school","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"40188",44,"admin.","single","high.school","no","no","yes","telephone","jul","fri",1,999,0,"nonexistent",94.215,-40.3,4991.6,"no"
"35805",52,"admin.","divorced","high.school","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"36877",26,"self-employed","single","university.degree","no","yes","no","cellular","jun","wed",2,999,0,"nonexistent",92.963,-40.8,5076.2,"no"
"35781",33,"admin.","married","university.degree","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"25370",39,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",4,999,1,"failure",93.2,-42,5195.8,"yes"
"2021",55,"admin.","married","high.school","no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"39033",81,"retired","divorced","basic.4y","no","yes","no","cellular","dec","fri",3,999,0,"nonexistent",92.713,-33,5023.5,"yes"
"11184",46,"blue-collar","married","basic.4y","no","no","yes","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"19546",39,"admin.","single","high.school","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"31319",37,"blue-collar","single","professional.course","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent",92.893,-46.2,5099.1,"no"
"21605",45,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","tue",7,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"11712",32,"admin.","married","university.degree","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"23038",48,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"26947",34,"admin.","married","high.school","no","no","no","cellular","nov","thu",4,999,0,"nonexistent",93.2,-42,5195.8,"yes"
"30331",22,"student","single","high.school","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"yes"
"31723",35,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,999,1,"failure",92.893,-46.2,5099.1,"no"
"11651",57,"retired","married","basic.4y","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"9614",25,"blue-collar","single","basic.4y","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"1643",42,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
"5856",44,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",7,999,0,"nonexistent",93.994,-36.4,5191,"no"
"38907",30,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",92.649,-30.1,5017.5,"no"
"20413",40,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"8996",45,"blue-collar","married","basic.6y","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"14160",35,"blue-collar","married","high.school","no","no","no","telephone","jul","mon",14,999,0,"nonexistent",93.918,-42.7,5228.1,"no"
"11307",26,"services","single","high.school","no","no","no","telephone","jun","thu",5,999,0,"nonexistent",94.465,-41.8,5228.1,"no"
"4603",56,"admin.","divorced","high.school","no","yes","no","telephone","may","tue",6,999,0,"nonexistent",93.994,-36.4,5191,"no"
"22938",31,"technician","divorced","high.school","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"27300",34,"admin.","married","university.degree","no","no","no","cellular","nov","fri",3,999,0,"nonexistent",93.2,-42,5195.8,"no"
"40540",21,"services","single","high.school","no","yes","no","telephone","aug","mon",1,999,0,"nonexistent",94.027,-38.3,4991.6,"no"
"5171",40,"self-employed","married","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"no"
"39638",58,"admin.","married","high.school","no","yes","no","cellular","may","wed",1,6,1,"success",93.876,-40,5008.7,"yes"
"22843",56,"technician","married","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"no"
"2160",48,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"no"
